iter	F1	Logloss
0	0.7212869943	0.3159226523
1	0.7233895014	0.1552609434
2	0.7303478499	0.08947199901
3	0.7319983541	0.0658277703
4	0.7408839779	0.05302521713
5	0.75146018	0.04752223499
6	0.7524098045	0.04484758324
7	0.7615576702	0.04331592523
8	0.7616667792	0.0423876836
9	0.7621038436	0.0419295325
10	0.7624637388	0.04157369433
11	0.7630657328	0.04125078124
12	0.7648204095	0.04106954127
13	0.7658575835	0.0409529695
14	0.7662537663	0.04059731663
15	0.7662737744	0.04046033357
16	0.7670298817	0.04034976825
17	0.7667513709	0.04021147629
18	0.7668338348	0.04011715111
19	0.7665239497	0.04001015929
20	0.7665551839	0.03994510711
21	0.7663076203	0.03993311854
22	0.7662737744	0.03985488765
23	0.7666153537	0.03983214658
24	0.7666153537	0.0398321069
25	0.7666153537	0.03983209972
26	0.7672131148	0.03976636476
27	0.7682136895	0.03971788652
28	0.7679561702	0.03966693958
29	0.7679561702	0.039662866
30	0.7679561702	0.03966286437
31	0.7679561702	0.03966285206
32	0.7681314278	0.03965010699
33	0.7683985575	0.03963854103
34	0.7684294872	0.03961731058
35	0.7683472454	0.03961256108
36	0.7683472454	0.03961212595
37	0.7683472454	0.03961097834
38	0.7699179945	0.03958058576
39	0.7696614236	0.03958001037
40	0.7696614236	0.03957880526
41	0.7696614236	0.03957656707
42	0.7700413499	0.03955895381
43	0.7700099967	0.03950981209
44	0.7700099967	0.03950975563
45	0.769989339	0.03950472319
46	0.7702252432	0.03949193759
47	0.770061317	0.03943899145
48	0.7701954506	0.03943624081
49	0.7703180212	0.03940785045
50	0.7707401722	0.03933581279
51	0.7707401722	0.03932000918
52	0.7708430679	0.0393144428
53	0.7707916166	0.03931428978
54	0.7708736568	0.0393141117
55	0.7706691599	0.03928600157
56	0.7707818655	0.03925481931
57	0.7707818655	0.03925445954
58	0.7711293443	0.03922557611
59	0.7711293443	0.03922557539
60	0.7714686061	0.03922147394
61	0.7714686061	0.03921663957
62	0.7718152123	0.03917138675
63	0.7721940816	0.03913618156
64	0.7722244436	0.03909891238
65	0.7727666378	0.03906473433
66	0.7726060283	0.03902571965
67	0.7730151323	0.03901022735
68	0.7729636049	0.03899808231
69	0.7741849457	0.03894086451
70	0.7742150523	0.03892048487
71	0.7743483768	0.03886047652
72	0.774460144	0.03884656857
73	0.7746619596	0.03880128754
74	0.7750316435	0.03877347473
75	0.7750832778	0.03876825012
76	0.7750533049	0.03874224334
77	0.7749116843	0.03872135423
78	0.775044991	0.03870464198
79	0.7751948311	0.03867828555
80	0.774958375	0.03864806252
81	0.7749200426	0.03860483207
82	0.7750316435	0.03858595189
83	0.7755782177	0.03855442528
84	0.7756517101	0.03852489788
85	0.7758149457	0.03851706375
86	0.7759919973	0.03846564678
87	0.776214919	0.0384556401
88	0.7762964938	0.03844851817
89	0.776326313	0.0384425086
90	0.7767262063	0.03841018582
91	0.7766744419	0.03839874993
92	0.7765113644	0.03836741246
93	0.7772221111	0.03834520241
94	0.7771184746	0.03833693703
95	0.7771108443	0.03830736372
96	0.7769774576	0.03828993476
97	0.7767547371	0.03827081514
98	0.7768065657	0.03825761227
99	0.7772290443	0.03822864043
100	0.7772290443	0.03821984304
101	0.777310644	0.03820450243
102	0.7775035026	0.03817724243
103	0.7772587749	0.03816596446
104	0.7769697778	0.03814187456
105	0.7780591842	0.03808818651
106	0.7780591842	0.03808574275
107	0.7778962805	0.03805504023
108	0.7777703738	0.0380407966
109	0.7780960629	0.03802701194
110	0.778126042	0.03799852006
111	0.7782298406	0.03797383538
112	0.7780668401	0.03796061918
113	0.7782594198	0.03795240163
114	0.7783408909	0.03794974283
115	0.7783113245	0.03791617667
116	0.7785557111	0.03790072664
117	0.7786890711	0.03788539186
118	0.7785038005	0.03786548532
119	0.7785038005	0.03786280068
120	0.7788448713	0.03782773155
121	0.7792744732	0.03780014606
122	0.7793852924	0.03778812697
123	0.7795842217	0.03775779134
124	0.7794441112	0.03773806035
125	0.7796067977	0.03771391998
126	0.7796293827	0.03768288256
127	0.7797107245	0.03766298457
128	0.7799119648	0.03763097324
129	0.7801172708	0.03762507537
130	0.7803025255	0.0375852035
131	0.7803025255	0.03758249687
132	0.7803545249	0.03757972417
133	0.7804357966	0.03757091501
134	0.7805690678	0.03755412776
135	0.7805690678	0.03754151749
136	0.7804585444	0.03752690008
137	0.7802439512	0.03751359234
138	0.7805853724	0.03748445338
139	0.7804747933	0.03747101401
140	0.7806537692	0.03744744216
141	0.7809790583	0.03742260747
142	0.7811416378	0.03741995302
143	0.7812750067	0.03740260248
144	0.7817211474	0.0373899545
145	0.7815585802	0.03736951412
146	0.7814896313	0.03734917607
147	0.7817333333	0.03733436122
148	0.7819769379	0.0373199511
149	0.7815708761	0.03728002208
150	0.7815647302	0.03726036216
151	0.7815647302	0.03725958388
152	0.7815708761	0.03725052476
153	0.7816981258	0.0372123541
154	0.7816168623	0.03719593319
155	0.7816981258	0.0371953587
156	0.7819358282	0.03718446792
157	0.7822897913	0.03716233748
158	0.7822548366	0.03715813929
159	0.782190775	0.03714504432
160	0.7823533338	0.03712470285
161	0.7823533338	0.03712409274
162	0.7824345969	0.03710594542
163	0.7829855324	0.03706851825
164	0.7829855324	0.03705776271
165	0.7830666667	0.03705058998
166	0.783414439	0.0370295897
167	0.7839818763	0.03701334495
168	0.783976538	0.03700800373
169	0.783976538	0.03700708279
170	0.784491373	0.03699417786
171	0.7841151386	0.03698106213
172	0.7840053316	0.03696770865
173	0.783837845	0.03695624959
174	0.7840287962	0.03694888358
175	0.7843816631	0.03691828185
176	0.7847291625	0.03688207741
177	0.7848910799	0.03681999249
178	0.7852907868	0.03680119254
179	0.785133875	0.03679737646
180	0.7851052491	0.03678599658
181	0.7851052491	0.0367852815
182	0.7851052491	0.03677031713
183	0.7853717026	0.03676286504
184	0.7856952584	0.03675789691
185	0.7857475857	0.03675037639
186	0.7864614565	0.03669898292
187	0.786623143	0.03669058117
188	0.7865991741	0.0366770659
189	0.7865991741	0.03667295528
190	0.7860855658	0.03666552224
191	0.7865378207	0.0366612289
192	0.7867235404	0.03664117953
193	0.7869376874	0.03662953446
194	0.7869660825	0.03661359497
195	0.7869660825	0.0366133308
196	0.7869660825	0.03660954926
197	0.7872085276	0.03658745779
198	0.7872085276	0.03657399833
199	0.7873417722	0.03655872643
200	0.7873417722	0.03655616301
201	0.7873417722	0.03655596598
202	0.7876648461	0.03654155215
203	0.7878222637	0.03653491842
204	0.7878222637	0.03652115544
205	0.7878505295	0.03652100899
206	0.788011988	0.03650135942
207	0.788011988	0.03649696024
208	0.7879312642	0.0364938835
209	0.7879272437	0.03648061788
210	0.7880322516	0.03647126314
211	0.7879797441	0.03646609288
212	0.7879514861	0.03645510644
213	0.7880322516	0.03645135883
214	0.7880362377	0.03643937843
215	0.7880362377	0.03643698809
216	0.7880362377	0.03643634248
217	0.7880887349	0.03642787765
218	0.7882219706	0.03642508889
219	0.7883308912	0.03641196366
220	0.7882783883	0.03640431673
221	0.7883590836	0.03639665587
222	0.7883308912	0.03638812637
223	0.7885127932	0.03636290002
224	0.7885409727	0.03635218218
225	0.7888318785	0.03634321166
226	0.7890458422	0.03633179755
227	0.7885615251	0.03630711728
228	0.7886666667	0.03630460559
229	0.7888281562	0.0363028818
230	0.7888281562	0.03629069475
231	0.7891791045	0.03626931214
232	0.7895965322	0.03624633743
233	0.7895965322	0.03624120802
234	0.789649193	0.03623727154
235	0.7901333333	0.03621944278
236	0.7899719963	0.03619861972
237	0.7900279963	0.036179656
238	0.7899753383	0.03617647424
239	0.7898140124	0.03615911555
240	0.789445629	0.03615023366
241	0.7894982342	0.03614769144
242	0.7896280496	0.03613759245
243	0.7895754182	0.03613739151
244	0.7900559851	0.03611985805
245	0.7900559851	0.03611568021
246	0.7901613118	0.03609688775
247	0.7896211313	0.03607445735
248	0.7897545358	0.03607226914
249	0.7899372748	0.03605936659
250	0.7898565232	0.03602823666
251	0.7899092365	0.03601898248
252	0.7901201602	0.03600962102
253	0.7901729087	0.03600471893
254	0.7903591935	0.03599621517
255	0.7903591935	0.03599613332
256	0.790411965	0.0359873314
257	0.7905175292	0.03596811452
258	0.790436757	0.03596686881
259	0.7906604403	0.03593887813
260	0.79087148	0.03593400313
261	0.7906852606	0.0359232638
262	0.7906852606	0.03592301715
263	0.7912997064	0.03589545242
264	0.7913553895	0.03585595794
265	0.7915137768	0.03584299605
266	0.7915415916	0.03581514169
267	0.791647208	0.03579654766
268	0.791675005	0.03579609568
269	0.7915137768	0.03578163864
270	0.7915693991	0.03574883071
271	0.7913026079	0.03571142585
272	0.7918361902	0.03570436795
273	0.7918361902	0.0356885959
274	0.7915166066	0.03566926154
275	0.7919167667	0.0356580787
276	0.7923143639	0.03563682986
277	0.7919391432	0.03561972826
278	0.7920197505	0.03561683069
279	0.7923169268	0.03560994945
280	0.7922892209	0.03560828486
281	0.7921531994	0.03559335921
282	0.7922866484	0.03558078756
283	0.7923143639	0.03557775963
284	0.7923395169	0.03557669968
285	0.792843314	0.03555124446
286	0.7929538934	0.03554270295
287	0.7930873424	0.03552603888
288	0.7932207914	0.03550905557
289	0.7933013077	0.03549650763
290	0.7934347478	0.03549169601
291	0.7933542403	0.03548538712
292	0.7935152445	0.03548018723
293	0.7936211383	0.03546327535
294	0.7939959973	0.03544354745
295	0.793837124	0.03543325591
296	0.7941274608	0.03542296143
297	0.7946887302	0.03539954706
298	0.794714362	0.0353782868
299	0.7953559752	0.03536713131
300	0.7957017954	0.03534754437
301	0.7957549059	0.03533622805
302	0.7958883994	0.03531258978
303	0.7960491191	0.03529890218
304	0.7960763379	0.03526789722
305	0.7959701094	0.03525672144
306	0.7962357338	0.03524197049
307	0.7962357338	0.0352388419
308	0.7960218929	0.03523319681
309	0.7961294628	0.0352146905
310	0.7959170058	0.03520521957
311	0.7960491191	0.03519798195
312	0.7961566691	0.03519307981
313	0.7961566691	0.03519050792
314	0.7963963964	0.03517336737
315	0.79628888	0.03516496296
316	0.7965038698	0.03514860353
317	0.7964235671	0.03512910167
318	0.7964235671	0.03512381768
319	0.7964767116	0.03512140798
320	0.7965310207	0.03508885879
321	0.7967436274	0.03507693203
322	0.79666333	0.03505738194
323	0.7969563476	0.03504926855
324	0.7973838761	0.03502831061
325	0.7974100527	0.03501961497
326	0.7978112905	0.03500826641
327	0.7978645312	0.03499654422
328	0.797917779	0.03495890361
329	0.7979710338	0.03494967169
330	0.7979710338	0.03494943153
331	0.7978645312	0.03491836733
332	0.7982116642	0.03490334914
333	0.7983451221	0.03489231192
334	0.7984258271	0.03488244837
335	0.7983456741	0.034876548
336	0.7984253019	0.03486415729
337	0.7986389111	0.03485870372
338	0.7986120379	0.03485602861
339	0.7986120379	0.03485063964
340	0.7984516818	0.03484179728
341	0.7983456741	0.03482734567
342	0.798372031	0.03482393502
343	0.7983187671	0.03482058157
344	0.7984253019	0.03480814593
345	0.7986384569	0.03479546509
346	0.7987719415	0.03478505238
347	0.7986917634	0.0347834332
348	0.7987719415	0.03477178254
349	0.7986917634	0.03476399392
350	0.7983983984	0.03475624503
351	0.7986921999	0.03473529739
352	0.7988789537	0.03472798753
353	0.7992530345	0.03470058591
354	0.799493232	0.0346930228
355	0.7989057913	0.03468987723
356	0.7991461544	0.03468255319
357	0.799012741	0.03467594742
358	0.7989322656	0.03467081673
359	0.7994661328	0.03465422103
360	0.7994395516	0.03462933523
361	0.7995196477	0.03461979184
362	0.7996529632	0.03461136639
363	0.7996529632	0.03460616357
364	0.7996262181	0.03460239489
365	0.7996262181	0.03460238593
366	0.7995727066	0.03459005569
367	0.7996795942	0.03458073192
368	0.799599466	0.03457220826
369	0.7996528473	0.0345712365
370	0.799599466	0.03456028569
371	0.7996528473	0.03455226763
372	0.7996528473	0.03455226461
373	0.7997329773	0.03454670647
374	0.799946599	0.03453837189
375	0.799946599	0.03452425815
376	0.7999733031	0.03451825541
377	0.7999733031	0.03451754966
378	0.7998664887	0.03451226068
379	0.799946599	0.03451121766
380	0.8	0.03450948127
381	0.8002402723	0.03450343126
382	0.7998130966	0.03449753831
383	0.8005070723	0.03445255788
384	0.8008805283	0.03443385495
385	0.8011473551	0.03443096861
386	0.8011473551	0.03442235649
387	0.8009873908	0.03441152755
388	0.8014681348	0.03439620551
389	0.8015751185	0.03438376213
390	0.8016280777	0.03437870674
391	0.8017615267	0.03437283573
392	0.8018150274	0.03436202005
393	0.8018414732	0.03435536373
394	0.8016550988	0.03433797455
395	0.8016821307	0.03431780905
396	0.8017086031	0.03430807904
397	0.8017615267	0.03429801895
398	0.801921409	0.03429110909
399	0.8018943436	0.03429026976
400	0.8021347565	0.03428630975
401	0.8018949756	0.03428429489
402	0.8020277481	0.03427854579
403	0.8021347565	0.03426774234
404	0.8020548402	0.03426173739
405	0.8021347565	0.0342577933
406	0.8020284246	0.03424982179
407	0.8019749133	0.03422759041
408	0.8019742547	0.03422393939
409	0.8024279616	0.03421636553
410	0.8026149023	0.03420879854
411	0.8028544751	0.03419479391
412	0.8029615795	0.03418923528
413	0.803175874	0.03418218164
414	0.803361793	0.03417044005
415	0.8034416061	0.03415746011
416	0.8035487959	0.0341484476
417	0.8034416061	0.03413783929
418	0.8033880219	0.03413319122
419	0.8034416061	0.03412605217
420	0.8032283885	0.03411903222
421	0.8034416061	0.03410719734
422	0.8035750017	0.03409507086
423	0.8038967105	0.03406473853
424	0.804269513	0.03404956101
425	0.8047771551	0.03403551501
426	0.8045639554	0.03402758164
427	0.8051497565	0.03400949337
428	0.8052831699	0.03399472811
429	0.8053368913	0.03398880627
430	0.8052831699	0.03398196191
431	0.8053906198	0.03397754562
432	0.8054165833	0.03396989199
433	0.8053368913	0.03396502749
434	0.8053368913	0.03396367485
435	0.8054165833	0.03395949853
436	0.8054703135	0.03395783024
